"UIyearXhsh10","UIyearXhsh06","UIyearXhsh04","UIyearXhsh02","UIyearXhsh00","UIyearXhsh98","UIyearXhsh95","t15nnn","in_sampled_window","code","b_ord_surv","twinYN","SexN","DOBYR","DOB3","Alive","BritStatus95","h95n","h95a","britstatus98","h98n","h98a","britstatus00","h00n","h00a","britstatus02","h02n","h02a","britstatus04","h04n","h04a","britstatus06","h06n","h06a","britstatus10","h10n","h10a","DecdateYr","COMPLED2010","Cody_c95num","cody_c98num","cody_c00num","cody_c02num","cody_c04num","cody_c06num","cody_c10num","MeT1","MeS1","FBcode","FBx","FBdob3","AFB","emumdecyrest","efadecyrest","BMHHH95","BMHHH98","BMHHH00","BMHHH02","BMHHH04","BMHHH06","BMHHH10","BFHHH95","BFHHH98","BFHHH00","BFHHH02","BFHHH04","BFHHH06","BFHHH10","acused95","ttsacks95","jjunezero95","LstockValField_rdKts95","HsVal_rdKts95","HsTotAsset_rdKts95","SumValue_rdKts95","IWC95","Loiske_rev95","acused98","ttsacks98","jjunezero98","LstockValField_rdKts98","HsVal_rdKts98","HsTotAsset_rdKts98","SumValue_rdKts98","IWC98","Loiske_rev98","acused00","ttsacks00","jjunezero00","LstockValField_rdKts00","HsVal_rdKts00","HsTotAsset_rdKts00","SumValue_rdKts00","IWC00","Loiske_rev00","acused02","ttsacks02","jjunezero02","LstockValField_rdKts02","HsVal_rdKts02","HsTotAsset_rdKts02","SumValue_rdKts02","IWC02","Loiske_rev02","acused04","ttsacks04","jjunezero04","LstockValField_rdKts04","HsVal_rdKts04","HsTotAsset_rdKts04","SumValue_rdKts04","IWC04","Loiske_rev04","acused06","ttsacks06","jjunezero06","LstockValField_rdKts06","HsVal_rdKts06","HsTotAsset_rdKts06","SumValue_rdKts06","IWC06","Loiske_rev06","acused10","ttsacks10","jjunezero10","LstockValField_rdKts10","HsVal_rdKts10","HsTotAsset_rdKts10","SumValue_rdKts10","IWC10","Loiske_rev10","sumnahxxa","delete","sumnacrop","deletecrop","sumnapcrop95","sumnapcrop98","sumnapcrop00","sumnapcrop02","sumnapcrop04","sumnapcrop06","sumnapcrop10","sumnamcrop95","sumnamcrop98","sumnamcrop00","sumnamcrop02","sumnamcrop04","sumnamcrop06","sumnamcrop10","sumnaacrop95","sumnaacrop98","sumnaacrop00","sumnaacrop02","sumnaacrop04","sumnaacrop06","sumnaacrop10","ttsacksabs","cumabs95","cumabs98","cumabs00","cumabs02","cumabs04","cumabs06","cumabs10","cumabsafb","ttsacksmean","cummean95","cummean98","cummean00","cummean02","cummean04","cummean06","cummean10","cummeanafb","ttsackssd","cumsd95","cumsd98","cumsd00","cumsd02","cumsd04","cumsd06","cumsd10","cumsdafb"
NA,NA,NA,2002058,2000058,1998058,1995058,743,1,5804,2,0,0,1977,1977-06-30,"d","PARS",58,"p","PARS",58,"p","PARS",58,"p","PARS",58,"p","U-SPOUSE",58,"a","U-SPOUSE",58,"a","U-SPOUSE",58,"a",2013,7,"na","na","na","na","na","na","na","1998","z1",5808,"f",1996-04-10,18.7777777777778,NA,NA,1,999,999,999,999,999,999,1,999,999,999,999,999,999,7,3,6,5.85,35.1,0,40.95,10,11,7,5,99,151.32,49.09,0,200.41,12,12,3,2.25,3,0,60.44,0,60.44,21,13,4,9,6,325.28,70.62,0,395.9,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",3,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.25,3,8,10.25,19.25,19.25,19.25,19.25,3,4.8125,3,4,3.41666666666667,4.8125,4.8125,4.8125,4.8125,3,3.02334665561196,NA,1.4142135623731,1.42156017576933,3.02334665561196,3.02334665561196,3.02334665561196,3.02334665561196,0
NA,NA,NA,NA,NA,NA,1995002,603,1,202,4,0,0,1980,1980-01-01,"a","REL",2,"p","U-REL",2,"a","U-REL",2,"a","U-REL",2,"a","U-SPOUSE",44,"a","U-NONREL",44,"a","U-SPOUSE",44,"a",NA,8,"7","na","na","na","na","na","na","2002","x1",4438,"m",1998-01-01,18,NA,NA,0,0,999,999,999,999,999,0,0,999,999,999,999,999,14,8.5,1,0,35.1,39,74.1,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",6,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,2006133,NA,NA,NA,1998133,1995133,1653,1,13304,2,0,0,1984,1984-01-01,"a","PARS",133,"p","PARS",133,"p","U-SPOUSE",133,"a","U-NONREL",133,"a","U-SPOUSE",133,"a","PARS",133,"p","U-SPOUSE",133,"a",NA,7,"5","na","na","na","na","na","na","1999","x1",13313,"u",2000-12-01,16.9166666666667,NA,NA,1,1,0,0,999,999,999,1,1,0,0,999,999,999,4,8.5,5,9.75,35.1,0,44.85,12,12,4,7,99,37.83,49.09,3.12,90.04,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11.2,6,139,99.87,209.88,448.75,31,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",4,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26.7,8.5,15.5,15.5,15.5,15.5,26.7,26.7,15.5,8.9,8.5,7.75,7.75,7.75,7.75,8.9,8.9,7.75,2.12837966537928,NA,1.06066017177982,1.06066017177982,1.06066017177982,1.06066017177982,2.12837966537928,2.12837966537928,1.06066017177982
NA,NA,NA,NA,NA,1998049,1995049,2191,1,4908,9,0,0,1995,1995-03-07,"a","PARS",49,"p","F-ALONE",49,"p","U-M",49,"a","U-M",49,"a","U-NONREL",49,"a","U-NONREL",49,"a","U-M",166,"a",NA,666,"na","na","na","na","na","na","7",NA,"u",16627,"m",2011-10-01,16.5666666666667,NA,NA,1,0,1,1,0,0,1,1,1,999,999,0,0,999,5.5,6,6,57.2,119.6,12.35,189.15,21,13,6,2,99,10.92,169.85,3.12,183.89,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",5,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,6,8,8,8,8,8,8,8,4,6,4,4,4,4,4,4,4,2.82842712474619,NA,2.82842712474619,2.82842712474619,2.82842712474619,2.82842712474619,2.82842712474619,2.82842712474619,2.82842712474619
NA,2006137,2004137,2002137,2000137,1998137,1995137,1700,1,13703,1,0,0,1991,1991-05-05,"a","PARS",137,"p","PARS",137,"p","PARS",137,"p","PARS",137,"p","PARS",137,"p","PARS",137,"p","U-SPOUSE",137,"a",NA,7,"0","0","0","1","3","4","na","2010","m1",13712,"f",2010-09-01,19.3222222222222,NA,NA,1,1,1,1,1,1,999,1,1,1,1,1,1,999,4,3.5,7,5.85,35.1,0,40.95,12,12,3.5,2.13,99,5.46,49.09,0,54.55,11,11,3.5,1,7,18.6,60.44,0,79.04,11,11,1,2,7,21.4,70.62,0,92.02,11,11,2,6.33,8,33.48,84.23,7.44,125.15,21,13,1,8,7,0,99.87,43.09,142.96,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",1,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.96,3.5,5.63,6.63,8.63,14.96,22.96,22.96,22.96,3.82666666666667,3.5,2.815,2.21,2.1575,2.992,3.82666666666667,3.82666666666667,3.82666666666667,2.75664772262737,NA,0.96873629022557,1.25191852770058,1.02756589407525,2.06733403203256,2.75664772262737,2.75664772262737,2.75664772262737
NA,2006140,2004140,2002140,2000140,1998140,1995140,1753,1,14007,5,0,0,1992,1992-11-22,"a","PARS",140,"p","PARS",140,"p","PARS",140,"p","PARS",140,"p","PARS",140,"p","PARS",140,"p","U-SPOUSE",140,"a",NA,7,"na","0","0","1","3","5","na","2010","m1",14024,"f",2011-01-01,18.1083333333333,NA,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,0,7,11,3,15.6,35.1,39,89.7,31,14,7,11,99,27.3,49.09,61.62,138.01,32,15,6.5,16,1,3.72,60.44,62.15,126.31,31,14,4,8,5,266.43,247.17,327.42,841.02,31,14,2,11,5,1497.92,294.8,300.08,2092.8,31,14,2,16.5,5,785.35,349.57,29.19,1164.11,22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",1,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73.5,11,22,38,46,57,73.5,73.5,73.5,12.25,11,11,12.6666666666667,11.5,11.4,12.25,12.25,12.25,3.31285375469549,NA,0,2.88675134594813,3.3166247903554,2.88097205817759,3.31285375469549,3.31285375469549,3.31285375469549
NA,NA,NA,NA,NA,1998005,1995005,69,1,504,4,0,0,1980,1980-11-06,"a","F-ALONE",5,"p","F-ALONE",5,"p","U-SPOUSE",5,"a","U-SPOUSE",5,"a","U-SPOUSE",5,"a","U-SPOUSE",5,"a","U-SPOUSE",5,"a",NA,7,"6","na","na","na","na","na","na","1999","h1",513,"f",1997-07-01,16.6527777777778,NA,2009,0,0,999,999,999,999,999,1,1,999,999,999,999,999,9.75,17.5,0,142.35,363.35,126.1,631.8,32,15,6.5,12,99,118.95,520.44,106.86,746.25,31,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",5,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.5,17.5,29.5,29.5,29.5,29.5,29.5,29.5,17.5,14.75,17.5,14.75,14.75,14.75,14.75,14.75,14.75,17.5,3.88908729652601,NA,3.88908729652601,3.88908729652601,3.88908729652601,3.88908729652601,3.88908729652601,3.88908729652601,0
NA,NA,NA,NA,2000044,NA,NA,594,1,4413,3,0,0,1993,1993-01-01,"a",NA,NA,NA,NA,NA,NA,"MM-ALONE",44,"p","U-M",44,"a","U-M",44,"a","U-M",44,"a","U-M",44,"a",NA,5,"na","na","0","na","0","na","na","2012","x1",4435,"m",2010-07-01,17.5,NA,2004,999,999,0,1,1,1,1,999,999,0,999,999,999,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,3,279,60.44,0,339.44,22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"no",6,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,12,12,12,12,12,12,12,NA,NA,12,12,12,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,NA,2004007,2002007,2000007,1998007,1995007,124,1,703,1,0,0,1981,1981-12-01,"a","PARS",7,"p","PARS",7,"p","PARS",7,"p","PARS",7,"p","PARS",7,"p","U-NONREL",7,"a","U-SPOUSE",7,"a",NA,11,"6","9","11","11","na","na","na","2011","h1",712,"f",2004-07-26,22.6527777777778,NA,NA,1,1,999,999,999,999,999,1,1,999,999,999,999,999,3,13.5,4,256.75,35.1,77.35,369.2,32,15,3,24,99,542.88,49.09,109.98,701.95,32,15,1,4,2,483.6,60.44,121.08,665.12,31,14,2,49,3,164.78,1263.67,182.97,1611.42,32,15,5,30,4,238.7,1545.9,272.78,2057.38,32,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",2,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120.5,13.5,37.5,41.5,90.5,120.5,120.5,120.5,90.5,24.1,13.5,18.75,13.8333333333333,22.625,24.1,24.1,24.1,22.625,17.111399708966,NA,7.42462120245875,10.0041657989726,19.3880332507795,17.111399708966,17.111399708966,17.111399708966,19.3880332507795
NA,NA,2004058,2002058,2000058,1998058,1995058,744,1,5805,3,0,0,1983,1983-03-29,"a","PARS",58,"p","PARS",58,"p","PARS",58,"p","PARS",58,"p","PARS",58,"p","U-SPOUSE",58,"a","U-SPOUSE",58,"a",NA,7,"2","6","6","na","na","na","na","2005","m1",5817,"m",2001-05-01,18.0888888888889,NA,NA,1,1,1,999,999,999,999,1,1,1,999,999,999,999,7,3,6,5.85,35.1,0,40.95,10,11,7,5,99,151.32,49.09,0,200.41,12,12,3,2.25,3,0,60.44,0,60.44,21,13,4,9,6,325.28,70.62,0,395.9,11,11,2,2.5,2,554.9,84.23,0,639.13,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",2,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.75,3,8,10.25,19.25,21.75,21.75,21.75,10.25,4.35,3,4,3.41666666666667,4.8125,4.35,4.35,4.35,3.41666666666667,2.81513765205185,NA,1.4142135623731,1.42156017576933,3.02334665561196,2.81513765205185,2.81513765205185,2.81513765205185,1.42156017576933
NA,NA,NA,NA,NA,1998019,1995019,274,1,1903,NA,0,0,1983,1983-02-28,"a","F-ALONE",19,"p","F-ALONE",19,"p","U-NONREL",19,"a","U-SPOUSE",19,"a","U-SPOUSE",19,"a","U-SPOUSE",19,"a",NA,NA,NA,NA,6,"3","6","na","na","na","na","na","1999","x1",1914,"m",1999-07-01,16.3361111111111,NA,NA,0,0,0,999,999,999,999,1,1,0,999,999,999,999,4,6,3,0,574.6,51.35,625.95,31,14,4,3,99,5.46,824.29,71.76,901.51,31,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"no",5,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,9,9,9,9,9,9,9,4.5,6,4.5,4.5,4.5,4.5,4.5,4.5,4.5,2.12132034355964,NA,2.12132034355964,2.12132034355964,2.12132034355964,2.12132034355964,2.12132034355964,2.12132034355964,2.12132034355964
NA,2006150,NA,NA,2000150,1998150,1995150,1845,1,15004,2,0,0,1977,1977-07-25,"a","PARS",150,"p","PARS",150,"p","PARS",150,"p","U-SPOUSE",150,"a","U-NONREL",150,"a","PARS",150,"p","U-SPOUSE",150,"a",NA,7,"7","na","na","na","na","na","na","2001","z1",15013,"f",1999-11-07,22.2833333333333,NA,NA,1,999,999,999,999,999,999,1,999,999,999,999,999,999,5,4.5,3,0,35.1,0,35.1,12,12,7.5,2,99,40.95,49.09,0,90.04,12,12,6.5,0,1,0,60.44,3.27,63.71,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12,6,139,99.87,0,238.87,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",3,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.5,4.5,6.5,6.5,6.5,6.5,18.5,18.5,6.5,4.625,4.5,3.25,2.16666666666667,2.16666666666667,2.16666666666667,4.625,4.625,3.25,5.25,NA,1.76776695296637,2.25462487641145,2.25462487641145,2.25462487641145,5.25,5.25,1.76776695296637
NA,2006242,2004242,2002242,2000242,1998074,1995074,2851,1,24202,4,0,0,1980,1980-01-01,"a","M-ALONE",74,"p","M-ALONE",74,"p","HH-HH",242,"p","HH-HH",242,"p","HH-HH",242,"p","HH-HH",242,"p","U-NONREL",242,"a",NA,0,"0","0","na","na","na","na","na","2000","m1",24203,"m",2000-08-18,20.6305555555556,NA,NA,1,1,999,999,999,999,999,0,0,999,999,999,999,999,1.5,1,5,3.9,119.6,0,123.5,11,11,1.5,1.37,99,8.19,169.85,0,178.04,11,11,3,4.37,NA,7.44,209.23,0,216.67,12,12,2,10.5,2,4.28,247.17,28.89,280.34,21,13,2,1.33,10,0,294.8,142.6,437.4,22,13,1,4,7,69.5,349.57,209.88,628.95,31,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",1,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.57,1,2.37,6.74,17.24,18.57,22.57,22.57,6.74,3.76166666666667,1,1.185,2.24666666666667,4.31,3.714,3.76166666666667,3.76166666666667,2.24666666666667,3.60809876065868,NA,0.261629509039023,1.84814321234404,4.39391245550781,4.03186433303503,3.60809876065868,3.60809876065868,1.84814321234404
NA,NA,2004018,2002018,2000018,1998018,1995018,256,1,1803,1,0,0,1983,1983-06-23,"a","PARS",18,"p","PARS",18,"p","PARS",18,"p","U-REL",18,"p","U-REL",18,"p","U-SPOUSE",18,"a","U-SPOUSE",18,"a",NA,10,"4","7","na","9","na","na","na","2004","h1",1812,"f",2002-06-12,18.9694444444444,NA,2010,1,1,1,999,999,999,999,1,1,1,999,999,999,999,3.5,8.5,5,5.85,363.35,12.35,381.55,31,14,7.5,8,99,8.19,520.44,74.88,603.51,32,15,2,14.25,3,55.8,674.18,74.58,804.56,32,15,3,8,3,42.8,835.67,135.89,1014.36,32,15,4,24,2,111.6,1038.03,260.39,1410.02,32,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",2,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,62.75,8.5,16.5,30.75,38.75,62.75,62.75,62.75,30.75,12.55,8.5,8.25,10.25,9.6875,12.55,12.55,12.55,10.25,6.92459385090563,NA,0.353553390593274,3.47311099736245,3.05078541799758,6.92459385090563,6.92459385090563,6.92459385090563,3.47311099736245
NA,2006155,2004155,2002155,2000155,1998155,1995155,1999,1,15507,5,0,0,1990,1990-03-08,"a","PARS",155,"p","PARS",155,"p","PARS",155,"p","PARS",155,"p","PARS",155,"p","PARS",155,"p","U-SPOUSE",155,"a",NA,6,"0","0","1","3","4","6","na","2008","h1",15531,"u",2006-12-01,16.7305555555556,NA,NA,1,1,1,1,1,1,999,1,1,1,1,1,1,999,4,4.5,4,30.55,35.1,2.6,68.25,21,13,5.5,8,99,51.48,49.09,61.62,162.19,22,13,1.5,3,5,0,60.44,0,60.44,21,13,2.5,3,9,0,70.62,6.42,77.04,21,13,2,5.75,6,438.34,84.23,7.44,530.01,21,13,2,20,4,0,99.87,9.74,109.61,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",1,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44.25,4.5,12.5,15.5,18.5,24.25,44.25,44.25,44.25,7.375,4.5,6.25,5.16666666666667,4.625,4.85,7.375,7.375,7.375,6.46480858185299,NA,2.47487373415292,2.56580071972344,2.35849528301415,2.10356839679626,6.46480858185299,6.46480858185299,6.46480858185299
NA,2006159,2004159,2002159,2000159,1998159,NA,2045,1,15903,NA,0,0,1988,1988-10-01,"a","U-M",159,"a","F-ALONE",159,"p","F-ALONE",159,"p","F-ALONE",159,"p","F-ALONE",159,"p","F-ALONE",159,"p","U-SPOUSE",159,"a",NA,6,"na","0","1","3","4","6","na","2008","h1",2848,"f",2008-01-01,19.25,NA,NA,1,0,0,0,0,0,999,999,1,1,1,1,1,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,99,81.12,49.09,0,130.21,11,11,5,9.5,1,161.82,60.44,3.27,225.53,31,14,3.5,6.5,2,325.28,70.62,107,502.9,21,13,6,30,6,421.6,84.23,169.87,675.7,22,13,2,26,3,284.95,99.87,209.88,594.7,22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",2,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75,0,3,12.5,19,49,75,75,75,15,NA,3,6.25,6.33333333333333,12.25,15,15,15,12.1706614446381,NA,NA,4.59619407771256,3.25320354932386,12.1277917748176,12.1706614446381,12.1706614446381,12.1706614446381
NA,NA,2004039,2002039,2000039,1998039,1995114,1373,1,3909,8,0,0,1976,1976-04-03,"a","F-ALONE",114,"p","HH-HH",39,"p","HH-HH",39,"p","HH-HH",39,"p","HH-HH",39,"p","U-NONREL",39,"a","U-SPOUSE",114,"a",NA,7,"na","na","na","na","na","na","na","1996","x1",3910,"m",1995-03-21,18.9666666666667,1990,NA,999,999,999,999,999,999,999,999,999,999,999,999,999,999,5,17,2,148.2,363.35,77.35,588.9,32,15,2.5,1.5,99,60.06,49.09,58.5,167.65,22,13,2.5,4.37,3,11.16,60.44,74.58,146.18,32,15,4,13,2,418.37,1263.67,242.89,1924.93,32,15,2,26,5,455.08,1545.9,177.32,2178.3,31,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",2,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61.87,17,18.5,22.87,35.87,61.87,61.87,61.87,17,12.374,17,9.25,7.62333333333333,8.9675,12.374,12.374,12.374,17,9.8712653697487,NA,10.9601551083915,8.24624965261987,7.24988907961126,9.8712653697487,9.8712653697487,9.8712653697487,0
NA,NA,NA,NA,NA,NA,1995026,335,1,2603,1,0,0,1978,1978-01-01,"a","PARS",26,"p","U-SPOUSE",26,"a","U-SPOUSE",26,"a","U-SPOUSE",26,"a","U-SPOUSE",26,"a","U-SPOUSE",26,"a","U-SPOUSE",26,"a",NA,7,"na","na","na","na","na","na","na","1997","x1",2618,"m",1997-01-01,19,NA,2011,1,999,999,999,999,999,999,1,999,999,999,999,999,999,4,19.5,4,106.6,35.1,2.6,144.3,22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",6,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,2006258,2004258,2002258,2000072,1998072,1995072,3012,1,7204,5,0,0,1992,1992-10-15,"a","PARS",72,"p","PARS",72,"p","PARS",72,"p","M-ALONE",258,"p","M-ALONE",258,"p","M-ALONE",258,"p","U-SPOUSE",258,"a",NA,0,"na","0","0","na","na","na","na","2008","m1",25804,"u",2008-01-01,15.2111111111111,NA,2001,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,NA,22.75,119.6,0,142.35,10,11,2.5,0.63,99,40.95,169.85,58.5,269.3,22,13,1.5,1,9,0,209.23,0,209.23,21,13,4,5.5,4,42.8,70.62,0,113.42,11,11,4,19,5,16.74,84.23,27.28,128.25,22,13,6,29,5,0,349.57,33.37,382.94,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",1,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55.13,0,0.63,1.63,7.13,26.13,55.13,55.13,55.13,9.18833333333333,0,0.315,0.543333333333333,1.7825,5.226,9.18833333333333,9.18833333333333,9.18833333333333,12.0589724548432,NA,0.445477272147525,0.505601951473027,2.51248051402062,8.00142987221659,12.0589724548432,12.0589724548432,12.0589724548432
NA,2006184,2004184,2002184,2000184,1998184,NA,2346,1,18404,2,0,0,1982,1982-01-01,"a",NA,NA,NA,"PARS",184,"p","PARS",184,"p","PARS",184,"p","PARS",184,"p","PARS",184,"p","U-SPOUSE",184,"a",NA,11,"na","na","10","na","na","na","na","2007","m1",18414,"m",2006-07-14,24.5361111111111,NA,NA,999,1,1,999,999,999,999,999,1,1,999,999,999,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,99,391.95,824.29,74.88,1291.12,32,15,5,19,2,18.6,1046.14,167.58,1232.32,32,15,2,11,2,401.25,835.67,129.47,1366.39,32,15,6,37,NA,554.9,1038.03,313.72,1906.65,32,15,4,20,5,2376.9,1251.27,1071.7,4699.87,32,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"no",2,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,0,6,25,36,73,93,93,93,18.6,NA,6,12.5,12,18.25,18.6,18.6,18.6,11.8025420990565,NA,NA,9.19238815542512,6.557438524302,13.5984067694222,11.8025420990565,11.8025420990565,11.8025420990565
NA,NA,NA,NA,NA,1998045,1995045,624,1,4506,4,0,0,1978,1978-06-06,"a","M-ALONE",45,"p","M-ALONE",45,"p","U-SPOUSE",45,"a","U-SPOUSE",45,"a","U-SPOUSE",45,"a","U-SPOUSE",45,"a","U-SPOUSE",45,"a",NA,7,"na","na","na","na","na","na","na","1999","m1",4511,"m",1997-02-26,18.7222222222222,NA,1984,1,999,999,999,999,999,999,0,999,999,999,999,999,999,5.5,10.5,2,3.9,35.1,48.75,87.75,22,13,3,4,99,8.19,49.09,74.88,132.16,22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no",5,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.5,10.5,14.5,14.5,14.5,14.5,14.5,14.5,10.5,7.25,10.5,7.25,7.25,7.25,7.25,7.25,7.25,10.5,4.59619407771256,NA,4.59619407771256,4.59619407771256,4.59619407771256,4.59619407771256,4.59619407771256,4.59619407771256,0
